Time;Server;Error type;Start-Stop
54.70613857779234;payment#ccd4bce5-a093-4e6c-adff-8b3cd92daf3a;Block;Start
64.10691911451936;payment#ccd4bce5-a093-4e6c-adff-8b3cd92daf3a;Block;Stop
