Time;Server;Message_type;CPU Usage;Memory Usage;Latency;Transaction_ID;From_Server;Message
0.1722285200773317;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;INFO;0.02666666666666667;0.0026666666666666666;0.33522268378079306;e978b8b5-a68d-423a-a0ac-e45dcd429440;client;Requesting balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3 by client
0.32303992581623336;authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb;INFO;0.01;0.001;0.15081140573890167;e978b8b5-a68d-423a-a0ac-e45dcd429440;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;Requesting authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb by balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3
0.32491660813154805;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;INFO;0.06;0.006;0.6282375185466296;46cfa394-1768-4eaf-8120-b382987b7ff8;client;Requesting balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3 by client
0.3735314849587532;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;INFO;0.06;0.006;0.6282375185466296;3b555418-c5ee-4f26-b9fd-dc68e88470c4;client;Requesting balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3 by client
0.46728969269930887;credit#128da369-aea3-4656-bf3c-1763a176cb67;INFO;0.01;0.001;0.1442497668830755;e978b8b5-a68d-423a-a0ac-e45dcd429440;authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb;Requesting credit#128da369-aea3-4656-bf3c-1763a176cb67 by authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb
0.4860526629629368;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;INFO;0.08666666666666667;0.008666666666666666;0.886961620394115;de974a93-f5da-4dc6-ab1c-60bd3eee100f;client;Requesting balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3 by client
0.5846119769668083;authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb;INFO;0.03;0.003;0.34978093066660637;46cfa394-1768-4eaf-8120-b382987b7ff8;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;Requesting authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb by balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3
0.6375853026275917;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;INFO;0.11333333333333333;0.011333333333333334;1.226332886657622;c07504ed-bbc6-4cf9-bd47-d5aa8ea74642;client;Requesting balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3 by client
0.6940880877861584;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;INFO;0.12;0.012;1.2672037504907652;3f46bb1f-93a3-40f8-a084-0d2cb860bc68;client;Requesting balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3 by client
0.7294540762825638;authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb;INFO;0.05;0.005;0.5369778151992028;3b555418-c5ee-4f26-b9fd-dc68e88470c4;balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3;Requesting authentication#c97ff020-f4da-4a05-aa93-7b081a5663bb by balance#192d0ed6-f9e7-4284-9b57-fcf78110b3a3
