Time;Server;Message_type;CPU Usage;Memory Usage;Latency;Transaction_ID;From_Server;Message
0.1578256845371177;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.013333333333333334;0.0013333333333333333;0.16840962735656048;8dbb7167-a296-483a-b06b-c4d0c0da19f0;client;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by client
0.2854863728731132;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.02666666666666667;0.0026666666666666666;0.31542183711325694;37e2005b-768e-4c5e-972a-ed7b78cb5918;client;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by client
0.31846789510246953;authentication#16eb5833-be83-4480-86bd-a474aa641fbe;INFO;0.02;0.002;0.29864896997744883;8dbb7167-a296-483a-b06b-c4d0c0da19f0;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;Requesting authentication#16eb5833-be83-4480-86bd-a474aa641fbe by balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5
0.4187807547823548;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.03333333333333333;0.0033333333333333335;0.38453070009999474;c449da94-6cc1-4044-8376-06cd78a20c9c;client;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by client
0.4630726701141842;credit#51e2ec1c-afc6-475b-892d-e699d328f564;INFO;0.01;0.001;0.14460477501171468;8dbb7167-a296-483a-b06b-c4d0c0da19f0;authentication#16eb5833-be83-4480-86bd-a474aa641fbe;Requesting credit#51e2ec1c-afc6-475b-892d-e699d328f564 by authentication#16eb5833-be83-4480-86bd-a474aa641fbe
0.5373208345397361;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.04;0.004;0.4608238746752189;ec577528-686f-4012-807c-729dc7971cd1;client;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by client
0.584135342850562;authentication#16eb5833-be83-4480-86bd-a474aa641fbe;INFO;0.03;0.003;0.33110122462329117;37e2005b-768e-4c5e-972a-ed7b78cb5918;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;Requesting authentication#16eb5833-be83-4480-86bd-a474aa641fbe by balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5
0.7024992559685377;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.06;0.006;0.6452060760889708;4660b431-7437-43ec-8289-98c749a44f6e;client;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by client
0.7631542300670584;authentication#16eb5833-be83-4480-86bd-a474aa641fbe;INFO;0.04;0.004;0.4743472952249935;c449da94-6cc1-4044-8376-06cd78a20c9c;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;Requesting authentication#16eb5833-be83-4480-86bd-a474aa641fbe by balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5
0.8684220591630273;authentication#16eb5833-be83-4480-86bd-a474aa641fbe;INFO;0.04;0.004;0.4743472952249935;ec577528-686f-4012-807c-729dc7971cd1;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;Requesting authentication#16eb5833-be83-4480-86bd-a474aa641fbe by balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5
0.9345155137615923;credit#51e2ec1c-afc6-475b-892d-e699d328f564;INFO;0.01;0.001;0.17136128369453388;c449da94-6cc1-4044-8376-06cd78a20c9c;authentication#16eb5833-be83-4480-86bd-a474aa641fbe;Requesting credit#51e2ec1c-afc6-475b-892d-e699d328f564 by authentication#16eb5833-be83-4480-86bd-a474aa641fbe
0.9467335676448185;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.09333333333333334;0.009333333333333334;0.9950399600173693;5e2c4856-653f-4bfb-a3a8-2f2e09a59e01;client;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by client
0.9758073317865478;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.09333333333333334;0.009333333333333334;0.9950399600173693;9113b4d9-ca40-41ce-81e3-42dcc095bca9;client;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by client
1.0827659803522136;balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5;INFO;0.10666666666666667;0.010666666666666666;1.1356823301114745;37e2005b-768e-4c5e-972a-ed7b78cb5918;authentication#16eb5833-be83-4480-86bd-a474aa641fbe;Requesting balance#d1b9bb12-55b5-4856-86e2-bf324a8aafb5 by authentication#16eb5833-be83-4480-86bd-a474aa641fbe
