Time;Server;Message_type;CPU Usage;Memory Usage;Latency;Transaction_ID;To_Server;Message
0.0012334550093316156;client;INFO;0.0049637611919398465;0.008099735630093963;0;3d8c8256-a147-44da-ad7f-2a435b7d73e6;balance#f9e08ef0-a1ef-49b1-847d-4bc63dbb0abe;Requesting balance#f9e08ef0-a1ef-49b1-847d-4bc63dbb0abe by client
0.0012334550093316156;authentication#b00b6eb9-8469-47b6-b992-ae71acde92c0;INFO;0.002171627301287821;0.006946451070008876;0;3d8c8256-a147-44da-ad7f-2a435b7d73e6;authentication#b00b6eb9-8469-47b6-b992-ae71acde92c0;Requesting authentication#b00b6eb9-8469-47b6-b992-ae71acde92c0 by authentication#b00b6eb9-8469-47b6-b992-ae71acde92c0
0.0012667133384539765;client;INFO;0.008092376533144523;0.005233369327907823;0;a324f265-11fb-43f3-b9d8-ba001ec6efe0;balance#1e0e9dab-de16-42d9-a096-3c51bd2fff4f;Requesting balance#1e0e9dab-de16-42d9-a096-3c51bd2fff4f by client
0.0012667133384539765;authentication#8f3b1e2a-2a22-410d-8105-869614a2465d;INFO;0.0066450531175250085;0.008798031326661356;0;a324f265-11fb-43f3-b9d8-ba001ec6efe0;authentication#8f3b1e2a-2a22-410d-8105-869614a2465d;Requesting authentication#8f3b1e2a-2a22-410d-8105-869614a2465d by authentication#8f3b1e2a-2a22-410d-8105-869614a2465d
0.05087106692873008;balance#f9e08ef0-a1ef-49b1-847d-4bc63dbb0abe;INFO;0.003682299360301145;0.006309661599693782;0.049637611919398465;3d8c8256-a147-44da-ad7f-2a435b7d73e6;balance#f9e08ef0-a1ef-49b1-847d-4bc63dbb0abe;Requesting balance#f9e08ef0-a1ef-49b1-847d-4bc63dbb0abe by balance#f9e08ef0-a1ef-49b1-847d-4bc63dbb0abe
0.05087106692873008;payment#3a073f89-b9db-4ba3-8fd6-552fc9d4c783;INFO;0.009260788972187163;0.008446662376662526;0;3d8c8256-a147-44da-ad7f-2a435b7d73e6;payment#3a073f89-b9db-4ba3-8fd6-552fc9d4c783;Requesting payment#3a073f89-b9db-4ba3-8fd6-552fc9d4c783 by payment#3a073f89-b9db-4ba3-8fd6-552fc9d4c783
0.05087106692873008;credit#23d5f547-5bbe-4e41-87c8-4b7a73581582;INFO;0.00830653823032092;0.006978496581270492;0;3d8c8256-a147-44da-ad7f-2a435b7d73e6;credit#23d5f547-5bbe-4e41-87c8-4b7a73581582;Requesting credit#23d5f547-5bbe-4e41-87c8-4b7a73581582 by credit#23d5f547-5bbe-4e41-87c8-4b7a73581582
0.052147589850242475;client;INFO;0.009972191501188145;0.0055210419114407805;0;4db0ba77-ac1e-4b3a-a08f-7e8fb261f0ff;balance#1514b02e-9d6b-4ace-882b-940cce804863;Requesting balance#1514b02e-9d6b-4ace-882b-940cce804863 by client
0.052147589850242475;authentication#4bc5b2fc-b2cc-4d8e-bfe3-d1bc0f94b16c;INFO;0.002112974302851889;0.005031031421620244;0;4db0ba77-ac1e-4b3a-a08f-7e8fb261f0ff;authentication#4bc5b2fc-b2cc-4d8e-bfe3-d1bc0f94b16c;Requesting authentication#4bc5b2fc-b2cc-4d8e-bfe3-d1bc0f94b16c by authentication#4bc5b2fc-b2cc-4d8e-bfe3-d1bc0f94b16c
0.08219047866989922;balance#1e0e9dab-de16-42d9-a096-3c51bd2fff4f;INFO;0.005393861912284831;0.0027077999656801924;0.08092376533144524;a324f265-11fb-43f3-b9d8-ba001ec6efe0;balance#1e0e9dab-de16-42d9-a096-3c51bd2fff4f;Requesting balance#1e0e9dab-de16-42d9-a096-3c51bd2fff4f by balance#1e0e9dab-de16-42d9-a096-3c51bd2fff4f
