,Server,Time_floor,variable,Value
1249,balance#25ceb331-db16-4660-bfca-5569db3c7c29,45,Memory Usage,0.0
2256,balance#25ceb331-db16-4660-bfca-5569db3c7c29,45,Latency,0.0
243,balance#25ceb331-db16-4660-bfca-5569db3c7c29,46,CPU Usage,0.0
1250,balance#25ceb331-db16-4660-bfca-5569db3c7c29,46,Memory Usage,0.0
2257,balance#25ceb331-db16-4660-bfca-5569db3c7c29,46,Latency,0.0
244,balance#25ceb331-db16-4660-bfca-5569db3c7c29,47,CPU Usage,0.0
1251,balance#25ceb331-db16-4660-bfca-5569db3c7c29,47,Memory Usage,0.0
2258,balance#25ceb331-db16-4660-bfca-5569db3c7c29,47,Latency,0.0
245,balance#25ceb331-db16-4660-bfca-5569db3c7c29,48,CPU Usage,0.0
1252,balance#25ceb331-db16-4660-bfca-5569db3c7c29,48,Memory Usage,0.0
2259,balance#25ceb331-db16-4660-bfca-5569db3c7c29,48,Latency,0.0
246,balance#25ceb331-db16-4660-bfca-5569db3c7c29,49,CPU Usage,0.0
1253,balance#25ceb331-db16-4660-bfca-5569db3c7c29,49,Memory Usage,0.0
2260,balance#25ceb331-db16-4660-bfca-5569db3c7c29,49,Latency,0.0
247,balance#25ceb331-db16-4660-bfca-5569db3c7c29,50,CPU Usage,0.0
1254,balance#25ceb331-db16-4660-bfca-5569db3c7c29,50,Memory Usage,0.0
2261,balance#25ceb331-db16-4660-bfca-5569db3c7c29,50,Latency,0.0
248,balance#25ceb331-db16-4660-bfca-5569db3c7c29,51,CPU Usage,0.0
1255,balance#25ceb331-db16-4660-bfca-5569db3c7c29,51,Memory Usage,0.0
2262,balance#25ceb331-db16-4660-bfca-5569db3c7c29,51,Latency,0.0
249,balance#25ceb331-db16-4660-bfca-5569db3c7c29,52,CPU Usage,0.0
1256,balance#25ceb331-db16-4660-bfca-5569db3c7c29,52,Memory Usage,0.0
2263,balance#25ceb331-db16-4660-bfca-5569db3c7c29,52,Latency,0.0
250,balance#25ceb331-db16-4660-bfca-5569db3c7c29,53,CPU Usage,0.0
1257,balance#25ceb331-db16-4660-bfca-5569db3c7c29,53,Memory Usage,0.0
2264,balance#25ceb331-db16-4660-bfca-5569db3c7c29,53,Latency,0.0
251,balance#25ceb331-db16-4660-bfca-5569db3c7c29,54,CPU Usage,0.0
1258,balance#25ceb331-db16-4660-bfca-5569db3c7c29,54,Memory Usage,0.0
2265,balance#25ceb331-db16-4660-bfca-5569db3c7c29,54,Latency,0.0
252,balance#25ceb331-db16-4660-bfca-5569db3c7c29,55,CPU Usage,0.0
1259,balance#25ceb331-db16-4660-bfca-5569db3c7c29,55,Memory Usage,0.0
2266,balance#25ceb331-db16-4660-bfca-5569db3c7c29,55,Latency,0.0
253,balance#25ceb331-db16-4660-bfca-5569db3c7c29,56,CPU Usage,0.0
1260,balance#25ceb331-db16-4660-bfca-5569db3c7c29,56,Memory Usage,0.0
2267,balance#25ceb331-db16-4660-bfca-5569db3c7c29,56,Latency,0.0
254,balance#25ceb331-db16-4660-bfca-5569db3c7c29,57,CPU Usage,0.0
1261,balance#25ceb331-db16-4660-bfca-5569db3c7c29,57,Memory Usage,0.0
2268,balance#25ceb331-db16-4660-bfca-5569db3c7c29,57,Latency,0.0
255,balance#25ceb331-db16-4660-bfca-5569db3c7c29,58,CPU Usage,0.0
1262,balance#25ceb331-db16-4660-bfca-5569db3c7c29,58,Memory Usage,0.0
2269,balance#25ceb331-db16-4660-bfca-5569db3c7c29,58,Latency,0.0
256,balance#25ceb331-db16-4660-bfca-5569db3c7c29,59,CPU Usage,0.0
1263,balance#25ceb331-db16-4660-bfca-5569db3c7c29,59,Memory Usage,0.0
2270,balance#25ceb331-db16-4660-bfca-5569db3c7c29,59,Latency,0.0
257,balance#25ceb331-db16-4660-bfca-5569db3c7c29,60,CPU Usage,0.0
1264,balance#25ceb331-db16-4660-bfca-5569db3c7c29,60,Memory Usage,0.0
2271,balance#25ceb331-db16-4660-bfca-5569db3c7c29,60,Latency,0.0
258,balance#25ceb331-db16-4660-bfca-5569db3c7c29,61,CPU Usage,0.0
1265,balance#25ceb331-db16-4660-bfca-5569db3c7c29,61,Memory Usage,0.0
2272,balance#25ceb331-db16-4660-bfca-5569db3c7c29,61,Latency,0.0
259,balance#25ceb331-db16-4660-bfca-5569db3c7c29,62,CPU Usage,0.0
1266,balance#25ceb331-db16-4660-bfca-5569db3c7c29,62,Memory Usage,0.0
2273,balance#25ceb331-db16-4660-bfca-5569db3c7c29,62,Latency,0.0
260,balance#25ceb331-db16-4660-bfca-5569db3c7c29,63,CPU Usage,0.0
1267,balance#25ceb331-db16-4660-bfca-5569db3c7c29,63,Memory Usage,0.0
2274,balance#25ceb331-db16-4660-bfca-5569db3c7c29,63,Latency,0.0
261,balance#25ceb331-db16-4660-bfca-5569db3c7c29,64,CPU Usage,0.0
1268,balance#25ceb331-db16-4660-bfca-5569db3c7c29,64,Memory Usage,0.0
2275,balance#25ceb331-db16-4660-bfca-5569db3c7c29,64,Latency,0.0
262,balance#25ceb331-db16-4660-bfca-5569db3c7c29,65,CPU Usage,0.0
1269,balance#25ceb331-db16-4660-bfca-5569db3c7c29,65,Memory Usage,0.0
2276,balance#25ceb331-db16-4660-bfca-5569db3c7c29,65,Latency,0.0
263,balance#25ceb331-db16-4660-bfca-5569db3c7c29,66,CPU Usage,0.0
1270,balance#25ceb331-db16-4660-bfca-5569db3c7c29,66,Memory Usage,0.0
2277,balance#25ceb331-db16-4660-bfca-5569db3c7c29,66,Latency,0.0
264,balance#25ceb331-db16-4660-bfca-5569db3c7c29,67,CPU Usage,0.0
1271,balance#25ceb331-db16-4660-bfca-5569db3c7c29,67,Memory Usage,0.0
2278,balance#25ceb331-db16-4660-bfca-5569db3c7c29,67,Latency,0.0
265,balance#25ceb331-db16-4660-bfca-5569db3c7c29,68,CPU Usage,0.0
1272,balance#25ceb331-db16-4660-bfca-5569db3c7c29,68,Memory Usage,0.0
2279,balance#25ceb331-db16-4660-bfca-5569db3c7c29,68,Latency,0.0
266,balance#25ceb331-db16-4660-bfca-5569db3c7c29,69,CPU Usage,0.0
1273,balance#25ceb331-db16-4660-bfca-5569db3c7c29,69,Memory Usage,0.0
2280,balance#25ceb331-db16-4660-bfca-5569db3c7c29,69,Latency,0.0
267,balance#25ceb331-db16-4660-bfca-5569db3c7c29,70,CPU Usage,0.0
1274,balance#25ceb331-db16-4660-bfca-5569db3c7c29,70,Memory Usage,0.0
2281,balance#25ceb331-db16-4660-bfca-5569db3c7c29,70,Latency,0.0
268,balance#25ceb331-db16-4660-bfca-5569db3c7c29,71,CPU Usage,0.0
1275,balance#25ceb331-db16-4660-bfca-5569db3c7c29,71,Memory Usage,0.0
2282,balance#25ceb331-db16-4660-bfca-5569db3c7c29,71,Latency,0.0
269,balance#25ceb331-db16-4660-bfca-5569db3c7c29,72,CPU Usage,0.0
1276,balance#25ceb331-db16-4660-bfca-5569db3c7c29,72,Memory Usage,0.0
2283,balance#25ceb331-db16-4660-bfca-5569db3c7c29,72,Latency,0.0
270,balance#25ceb331-db16-4660-bfca-5569db3c7c29,73,CPU Usage,0.0
1277,balance#25ceb331-db16-4660-bfca-5569db3c7c29,73,Memory Usage,0.0
2284,balance#25ceb331-db16-4660-bfca-5569db3c7c29,73,Latency,0.0
271,balance#25ceb331-db16-4660-bfca-5569db3c7c29,74,CPU Usage,0.0
1278,balance#25ceb331-db16-4660-bfca-5569db3c7c29,74,Memory Usage,0.0
2285,balance#25ceb331-db16-4660-bfca-5569db3c7c29,74,Latency,0.0
272,balance#25ceb331-db16-4660-bfca-5569db3c7c29,75,CPU Usage,0.0
1279,balance#25ceb331-db16-4660-bfca-5569db3c7c29,75,Memory Usage,0.0
2286,balance#25ceb331-db16-4660-bfca-5569db3c7c29,75,Latency,0.0
273,balance#25ceb331-db16-4660-bfca-5569db3c7c29,76,CPU Usage,0.0
1280,balance#25ceb331-db16-4660-bfca-5569db3c7c29,76,Memory Usage,0.0
2287,balance#25ceb331-db16-4660-bfca-5569db3c7c29,76,Latency,0.0
274,balance#25ceb331-db16-4660-bfca-5569db3c7c29,77,CPU Usage,0.0
1281,balance#25ceb331-db16-4660-bfca-5569db3c7c29,77,Memory Usage,0.0
2288,balance#25ceb331-db16-4660-bfca-5569db3c7c29,77,Latency,0.0
275,balance#25ceb331-db16-4660-bfca-5569db3c7c29,78,CPU Usage,0.0
1282,balance#25ceb331-db16-4660-bfca-5569db3c7c29,78,Memory Usage,0.0
2289,balance#25ceb331-db16-4660-bfca-5569db3c7c29,78,Latency,0.0
276,balance#25ceb331-db16-4660-bfca-5569db3c7c29,79,CPU Usage,0.0
1283,balance#25ceb331-db16-4660-bfca-5569db3c7c29,79,Memory Usage,0.0
2290,balance#25ceb331-db16-4660-bfca-5569db3c7c29,79,Latency,0.0
277,balance#25ceb331-db16-4660-bfca-5569db3c7c29,80,CPU Usage,0.0
1284,balance#25ceb331-db16-4660-bfca-5569db3c7c29,80,Memory Usage,0.0
2291,balance#25ceb331-db16-4660-bfca-5569db3c7c29,80,Latency,0.0
278,balance#25ceb331-db16-4660-bfca-5569db3c7c29,81,CPU Usage,0.0
1285,balance#25ceb331-db16-4660-bfca-5569db3c7c29,81,Memory Usage,0.0
2292,balance#25ceb331-db16-4660-bfca-5569db3c7c29,81,Latency,0.0
279,balance#25ceb331-db16-4660-bfca-5569db3c7c29,82,CPU Usage,0.0
1286,balance#25ceb331-db16-4660-bfca-5569db3c7c29,82,Memory Usage,0.0
2293,balance#25ceb331-db16-4660-bfca-5569db3c7c29,82,Latency,0.0
280,balance#25ceb331-db16-4660-bfca-5569db3c7c29,83,CPU Usage,0.0
1287,balance#25ceb331-db16-4660-bfca-5569db3c7c29,83,Memory Usage,0.0
2294,balance#25ceb331-db16-4660-bfca-5569db3c7c29,83,Latency,0.0
281,balance#25ceb331-db16-4660-bfca-5569db3c7c29,84,CPU Usage,0.0
1288,balance#25ceb331-db16-4660-bfca-5569db3c7c29,84,Memory Usage,0.0
2295,balance#25ceb331-db16-4660-bfca-5569db3c7c29,84,Latency,0.0
282,balance#25ceb331-db16-4660-bfca-5569db3c7c29,85,CPU Usage,0.0
1289,balance#25ceb331-db16-4660-bfca-5569db3c7c29,85,Memory Usage,0.0
2296,balance#25ceb331-db16-4660-bfca-5569db3c7c29,85,Latency,0.0
283,balance#25ceb331-db16-4660-bfca-5569db3c7c29,86,CPU Usage,0.0
1290,balance#25ceb331-db16-4660-bfca-5569db3c7c29,86,Memory Usage,0.0
2297,balance#25ceb331-db16-4660-bfca-5569db3c7c29,86,Latency,0.0
284,balance#25ceb331-db16-4660-bfca-5569db3c7c29,87,CPU Usage,0.0
1291,balance#25ceb331-db16-4660-bfca-5569db3c7c29,87,Memory Usage,0.0
2298,balance#25ceb331-db16-4660-bfca-5569db3c7c29,87,Latency,0.0
285,balance#25ceb331-db16-4660-bfca-5569db3c7c29,88,CPU Usage,0.0
1292,balance#25ceb331-db16-4660-bfca-5569db3c7c29,88,Memory Usage,0.0
2299,balance#25ceb331-db16-4660-bfca-5569db3c7c29,88,Latency,0.0
286,balance#25ceb331-db16-4660-bfca-5569db3c7c29,89,CPU Usage,0.0
1293,balance#25ceb331-db16-4660-bfca-5569db3c7c29,89,Memory Usage,0.0
2300,balance#25ceb331-db16-4660-bfca-5569db3c7c29,89,Latency,0.0
287,balance#25ceb331-db16-4660-bfca-5569db3c7c29,90,CPU Usage,0.0
1294,balance#25ceb331-db16-4660-bfca-5569db3c7c29,90,Memory Usage,0.0
2301,balance#25ceb331-db16-4660-bfca-5569db3c7c29,90,Latency,0.0
288,balance#25ceb331-db16-4660-bfca-5569db3c7c29,91,CPU Usage,0.0
1295,balance#25ceb331-db16-4660-bfca-5569db3c7c29,91,Memory Usage,0.0
2302,balance#25ceb331-db16-4660-bfca-5569db3c7c29,91,Latency,0.0
289,balance#25ceb331-db16-4660-bfca-5569db3c7c29,92,CPU Usage,0.0
1296,balance#25ceb331-db16-4660-bfca-5569db3c7c29,92,Memory Usage,0.0
2303,balance#25ceb331-db16-4660-bfca-5569db3c7c29,92,Latency,0.0
290,balance#25ceb331-db16-4660-bfca-5569db3c7c29,93,CPU Usage,0.0
1297,balance#25ceb331-db16-4660-bfca-5569db3c7c29,93,Memory Usage,0.0
2304,balance#25ceb331-db16-4660-bfca-5569db3c7c29,93,Latency,0.0
291,balance#25ceb331-db16-4660-bfca-5569db3c7c29,94,CPU Usage,0.0
1298,balance#25ceb331-db16-4660-bfca-5569db3c7c29,94,Memory Usage,0.0
2305,balance#25ceb331-db16-4660-bfca-5569db3c7c29,94,Latency,0.0
292,balance#25ceb331-db16-4660-bfca-5569db3c7c29,95,CPU Usage,0.0
1299,balance#25ceb331-db16-4660-bfca-5569db3c7c29,95,Memory Usage,0.0
2306,balance#25ceb331-db16-4660-bfca-5569db3c7c29,95,Latency,0.0
293,balance#25ceb331-db16-4660-bfca-5569db3c7c29,96,CPU Usage,0.0
1300,balance#25ceb331-db16-4660-bfca-5569db3c7c29,96,Memory Usage,0.0
2307,balance#25ceb331-db16-4660-bfca-5569db3c7c29,96,Latency,0.0
294,balance#25ceb331-db16-4660-bfca-5569db3c7c29,97,CPU Usage,0.0
1301,balance#25ceb331-db16-4660-bfca-5569db3c7c29,97,Memory Usage,0.0
2308,balance#25ceb331-db16-4660-bfca-5569db3c7c29,97,Latency,0.0
295,balance#25ceb331-db16-4660-bfca-5569db3c7c29,98,CPU Usage,0.0
1302,balance#25ceb331-db16-4660-bfca-5569db3c7c29,98,Memory Usage,0.0
2309,balance#25ceb331-db16-4660-bfca-5569db3c7c29,98,Latency,0.0
296,balance#25ceb331-db16-4660-bfca-5569db3c7c29,99,CPU Usage,0.0
1303,balance#25ceb331-db16-4660-bfca-5569db3c7c29,99,Memory Usage,0.0
2310,balance#25ceb331-db16-4660-bfca-5569db3c7c29,99,Latency,0.0
297,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,1,CPU Usage,0.0
1304,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,1,Memory Usage,0.0
2311,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,1,Latency,0.0
298,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,2,CPU Usage,0.0
1305,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,2,Memory Usage,0.0
2312,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,2,Latency,0.0
299,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,3,CPU Usage,0.0
1306,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,3,Memory Usage,0.0
2313,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,3,Latency,0.0
300,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,4,CPU Usage,0.0
1307,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,4,Memory Usage,0.0
2314,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,4,Latency,0.0
301,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,5,CPU Usage,0.0
1308,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,5,Memory Usage,0.0
2315,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,5,Latency,0.0
302,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,6,CPU Usage,0.0
1309,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,6,Memory Usage,0.0
2316,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,6,Latency,0.0
303,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,7,CPU Usage,0.0
1310,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,7,Memory Usage,0.0
2317,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,7,Latency,0.0
304,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,8,CPU Usage,0.0
1311,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,8,Memory Usage,0.0
2318,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,8,Latency,0.0
305,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,9,CPU Usage,0.0
1312,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,9,Memory Usage,0.0
2319,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,9,Latency,0.0
306,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,10,CPU Usage,0.0
1313,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,10,Memory Usage,0.0
2320,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,10,Latency,0.0
307,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,11,CPU Usage,0.0
1314,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,11,Memory Usage,0.0
2321,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,11,Latency,0.0
308,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,12,CPU Usage,0.0
1315,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,12,Memory Usage,0.0
2322,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,12,Latency,0.0
309,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,13,CPU Usage,0.0
1316,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,13,Memory Usage,0.0
2323,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,13,Latency,0.0
310,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,14,CPU Usage,0.0
1317,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,14,Memory Usage,0.0
2324,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,14,Latency,0.0
311,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,15,CPU Usage,0.0
1318,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,15,Memory Usage,0.0
2325,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,15,Latency,0.0
312,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,16,CPU Usage,0.0
1319,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,16,Memory Usage,0.0
2326,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,16,Latency,0.0
313,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,17,CPU Usage,0.0
1320,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,17,Memory Usage,0.0
2327,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,17,Latency,0.0
314,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,18,CPU Usage,0.0
1321,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,18,Memory Usage,0.0
2328,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,18,Latency,0.0
315,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,19,CPU Usage,0.0
1322,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,19,Memory Usage,0.0
2329,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,19,Latency,0.0
316,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,20,CPU Usage,0.0
1323,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,20,Memory Usage,0.0
2330,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,20,Latency,0.0
317,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,21,CPU Usage,0.0
1324,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,21,Memory Usage,0.0
2331,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,21,Latency,0.0
318,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,22,CPU Usage,0.0
1325,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,22,Memory Usage,0.0
2332,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,22,Latency,0.0
319,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,23,CPU Usage,0.0
1326,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,23,Memory Usage,0.0
2333,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,23,Latency,0.0
320,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,24,CPU Usage,0.0
1327,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,24,Memory Usage,0.0
2334,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,24,Latency,0.0
321,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,25,CPU Usage,0.0
1328,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,25,Memory Usage,0.0
2335,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,25,Latency,0.0
322,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,26,CPU Usage,0.0
1329,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,26,Memory Usage,0.0
2336,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,26,Latency,0.0
323,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,27,CPU Usage,0.0
1330,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,27,Memory Usage,0.0
2337,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,27,Latency,0.0
324,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,28,CPU Usage,0.0
1331,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,28,Memory Usage,0.0
2338,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,28,Latency,0.0
325,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,29,CPU Usage,0.0
1332,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,29,Memory Usage,0.0
2339,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,29,Latency,0.0
326,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,30,CPU Usage,0.0
1333,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,30,Memory Usage,0.0
2340,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,30,Latency,0.0
327,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,31,CPU Usage,0.0
1334,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,31,Memory Usage,0.0
2341,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,31,Latency,0.0
328,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,32,CPU Usage,0.0
1335,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,32,Memory Usage,0.0
2342,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,32,Latency,0.0
329,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,33,CPU Usage,0.0
1336,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,33,Memory Usage,0.0
2343,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,33,Latency,0.0
330,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,34,CPU Usage,0.0
1337,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,34,Memory Usage,0.0
2344,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,34,Latency,0.0
331,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,35,CPU Usage,0.0
1338,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,35,Memory Usage,0.0
2345,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,35,Latency,0.0
332,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,36,CPU Usage,0.0
1339,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,36,Memory Usage,0.0
2346,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,36,Latency,0.0
333,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,37,CPU Usage,0.0
1340,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,37,Memory Usage,0.0
2347,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,37,Latency,0.0
334,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,38,CPU Usage,0.0
1341,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,38,Memory Usage,0.0
2348,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,38,Latency,0.0
335,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,39,CPU Usage,0.0
1342,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,39,Memory Usage,0.0
2349,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,39,Latency,0.0
336,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,40,CPU Usage,0.0
1343,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,40,Memory Usage,0.0
2350,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,40,Latency,0.0
337,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,41,CPU Usage,0.0
1344,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,41,Memory Usage,0.0
2351,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,41,Latency,0.0
338,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,42,CPU Usage,0.0
1345,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,42,Memory Usage,0.0
2352,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,42,Latency,0.0
339,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,43,CPU Usage,0.0
1346,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,43,Memory Usage,0.0
2353,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,43,Latency,0.0
340,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,44,CPU Usage,0.0
1347,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,44,Memory Usage,0.0
2354,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,44,Latency,0.0
341,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,45,CPU Usage,0.0
1348,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,45,Memory Usage,0.0
2355,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,45,Latency,0.0
342,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,46,CPU Usage,0.0
1349,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,46,Memory Usage,0.0
2356,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,46,Latency,0.0
343,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,47,CPU Usage,0.0
1350,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,47,Memory Usage,0.0
2357,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,47,Latency,0.0
344,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,48,CPU Usage,0.0
1351,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,48,Memory Usage,0.0
2358,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,48,Latency,0.0
345,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,49,CPU Usage,0.0
1352,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,49,Memory Usage,0.0
2359,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,49,Latency,0.0
346,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,50,CPU Usage,0.0
1353,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,50,Memory Usage,0.0
2360,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,50,Latency,0.0
347,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,51,CPU Usage,0.0
1354,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,51,Memory Usage,0.0
2361,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,51,Latency,0.0
348,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,52,CPU Usage,0.0
1355,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,52,Memory Usage,0.0
2362,balance#9b85ae32-d011-4fe2-95d1-24f121574ccb,52,Latency,0.0
