,Server,Time_floor,variable,Value
26,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,83,CPU Usage,0.006056316499970321
196,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,83,Memory Usage,0.009633660296742012
366,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,83,Latency,0.052823053543833084
27,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,87,CPU Usage,0.0024824922355937123
197,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,87,Memory Usage,0.001737092930734913
367,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,87,Latency,0.04252532776444551
28,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,90,CPU Usage,0.00585671291844928
198,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,90,Memory Usage,0.006827855623660313
368,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,90,Latency,0.04878257100984318
29,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,94,CPU Usage,0.10693205154382096
199,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,94,Memory Usage,0.01866858725717941
369,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,94,Latency,0.0447314705319857
30,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,96,CPU Usage,0.009225233805000085
200,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,96,Memory Usage,0.002547434712348309
370,authentication#014c724c-5e66-4a51-8408-6264cf5e0898,96,Latency,0.0718012488119929
31,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,0,CPU Usage,0.009668985109925244
201,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,0,Memory Usage,0.002363775072712443
371,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,0,Latency,0.016579863691721392
32,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,1,CPU Usage,0.10757432853997392
202,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,1,Memory Usage,0.013126879027276404
372,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,1,Latency,0.08819069001180496
33,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,3,CPU Usage,0.20637073350590387
203,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,3,Memory Usage,0.029586401771463575
373,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,3,Latency,1.016349685919481
34,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,4,CPU Usage,0.20637073350590387
204,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,4,Memory Usage,0.029586401771463575
374,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,4,Latency,1.016349685919481
35,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,6,CPU Usage,0.10831252357468492
205,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,6,Memory Usage,0.019910948789794748
375,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,6,Latency,0.02375515617571341
36,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,9,CPU Usage,0.2078113996396881
206,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,9,Memory Usage,0.023574041779002963
376,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,9,Latency,1.0831252357468493
37,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,11,CPU Usage,0.10605868592505413
207,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,11,Memory Usage,0.014906948888707212
377,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,11,Latency,0.01485402276882209
38,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,12,CPU Usage,0.20825779675026188
208,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,12,Memory Usage,0.027834699440665453
378,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,12,Latency,1.0605868592505412
39,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,15,CPU Usage,0.10217421167836396
209,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,15,Memory Usage,0.017470969613623585
379,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,15,Latency,0.039253382076933484
40,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,16,CPU Usage,0.10667983659289043
210,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,16,Memory Usage,0.01882620746932604
380,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,16,Latency,2.0731990434209777
41,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,19,CPU Usage,0.10698672352247132
211,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,19,Memory Usage,0.0170068786012375
381,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,19,Latency,2.054672786751329
42,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,22,CPU Usage,0.20953397873316854
212,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,22,Memory Usage,0.02409369336948608
382,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,22,Latency,1.0698672352247132
43,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,24,CPU Usage,0.10108078076198504
213,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,24,Memory Usage,0.015835679782112366
383,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,24,Latency,0.0911274706583489
44,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,25,CPU Usage,0.10829109655912288
214,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,25,Memory Usage,0.019210164979165875
384,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,25,Latency,2.0186010697975303
45,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,28,CPU Usage,0.10483105727529192
215,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,28,Memory Usage,0.01203980636863897
385,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,28,Latency,2.03705589234303
46,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,32,CPU Usage,0.10144823977936622
216,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,32,Memory Usage,0.019674429948359717
386,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,32,Latency,2.035485435222925
47,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,35,CPU Usage,0.20912516843640366
217,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,35,Memory Usage,0.028908575807246206
387,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,35,Latency,1.0120218523933724
48,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,36,CPU Usage,0.3018357704310025
218,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,36,Memory Usage,0.03190728336886086
388,balance#61c8ccc1-9717-4a56-89e7-112b4a6744c0,36,Latency,2.0912516843640367
