,Server,Time_floor,variable,Value
510,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,10,Memory Usage (%),8e-06
1010,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,10,Latency (s),0.0008
11,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,11,CPU Usage (%),0.0
511,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,11,Memory Usage (%),0.0
1011,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,11,Latency (s),0.0
12,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,12,CPU Usage (%),0.0
512,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,12,Memory Usage (%),0.0
1012,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,12,Latency (s),0.0
13,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,13,CPU Usage (%),3.846153846153846e-05
513,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,13,Memory Usage (%),3.846153846153846e-06
1013,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,13,Latency (s),0.0003846153846153846
14,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,14,CPU Usage (%),0.0
514,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,14,Memory Usage (%),0.0
1014,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,14,Latency (s),0.0
15,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,15,CPU Usage (%),7.692307692307693e-05
515,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,15,Memory Usage (%),7.692307692307692e-06
1015,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,15,Latency (s),0.0007692307692307692
16,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,16,CPU Usage (%),4e-05
516,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,16,Memory Usage (%),4e-06
1016,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,16,Latency (s),0.0004
17,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,17,CPU Usage (%),0.0
517,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,17,Memory Usage (%),0.0
1017,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,17,Latency (s),0.0
18,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,18,CPU Usage (%),3.571428571428572e-05
518,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,18,Memory Usage (%),3.5714285714285718e-06
1018,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,18,Latency (s),0.00035714285714285714
19,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,19,CPU Usage (%),3.7037037037037037e-05
519,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,19,Memory Usage (%),3.7037037037037037e-06
1019,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,19,Latency (s),0.00037037037037037035
20,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,20,CPU Usage (%),0.00011111111111111112
520,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,20,Memory Usage (%),1.1111111111111112e-05
1020,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,20,Latency (s),0.0011111111111111111
21,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,21,CPU Usage (%),0.0
521,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,21,Memory Usage (%),0.0
1021,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,21,Latency (s),0.0
22,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,22,CPU Usage (%),7.142857142857143e-05
522,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,22,Memory Usage (%),7.1428571428571436e-06
1022,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,22,Latency (s),0.00035714285714285714
23,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,23,CPU Usage (%),6.896551724137931e-05
523,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,23,Memory Usage (%),6.896551724137932e-06
1023,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,23,Latency (s),0.0006896551724137932
24,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,24,CPU Usage (%),3.846153846153846e-05
524,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,24,Memory Usage (%),3.846153846153846e-06
1024,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,24,Latency (s),0.0003846153846153846
25,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,25,CPU Usage (%),3.7037037037037037e-05
525,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,25,Memory Usage (%),3.7037037037037037e-06
1025,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,25,Latency (s),0.00037037037037037035
26,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,26,CPU Usage (%),7.692307692307693e-05
526,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,26,Memory Usage (%),7.692307692307692e-06
1026,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,26,Latency (s),0.0007692307692307692
27,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,27,CPU Usage (%),6.896551724137931e-05
527,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,27,Memory Usage (%),6.896551724137932e-06
1027,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,27,Latency (s),0.0006896551724137932
28,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,28,CPU Usage (%),7.692307692307693e-05
528,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,28,Memory Usage (%),7.692307692307692e-06
1028,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,28,Latency (s),0.0007692307692307692
29,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,29,CPU Usage (%),0.00011111111111111112
529,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,29,Memory Usage (%),1.1111111111111112e-05
1029,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,29,Latency (s),0.0011111111111111111
30,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,30,CPU Usage (%),0.0
530,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,30,Memory Usage (%),0.0
1030,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,30,Latency (s),0.0
31,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,31,CPU Usage (%),3.4482758620689657e-05
531,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,31,Memory Usage (%),3.448275862068966e-06
1031,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,31,Latency (s),0.0003448275862068966
32,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,32,CPU Usage (%),4.1666666666666665e-05
532,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,32,Memory Usage (%),4.166666666666667e-06
1032,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,32,Latency (s),0.0004166666666666667
33,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,33,CPU Usage (%),7.407407407407407e-05
533,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,33,Memory Usage (%),7.4074074074074075e-06
1033,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,33,Latency (s),0.0007407407407407407
34,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,34,CPU Usage (%),0.0
534,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,34,Memory Usage (%),0.0
1034,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,34,Latency (s),0.0
35,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,35,CPU Usage (%),0.00011111111111111112
535,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,35,Memory Usage (%),1.1111111111111112e-05
1035,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,35,Latency (s),0.0007407407407407407
36,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,36,CPU Usage (%),3.7037037037037037e-05
536,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,36,Memory Usage (%),3.7037037037037037e-06
1036,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,36,Latency (s),0.00037037037037037035
37,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,37,CPU Usage (%),0.0
537,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,37,Memory Usage (%),0.0
1037,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,37,Latency (s),0.0
38,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,38,CPU Usage (%),0.0
538,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,38,Memory Usage (%),0.0
1038,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,38,Latency (s),0.0
39,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,39,CPU Usage (%),3.571428571428572e-05
539,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,39,Memory Usage (%),3.5714285714285718e-06
1039,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,39,Latency (s),0.00035714285714285714
40,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,40,CPU Usage (%),0.0
540,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,40,Memory Usage (%),0.0
1040,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,40,Latency (s),0.0
41,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,41,CPU Usage (%),0.0
541,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,41,Memory Usage (%),0.0
1041,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,41,Latency (s),0.0
42,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,42,CPU Usage (%),0.0
542,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,42,Memory Usage (%),0.0
1042,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,42,Latency (s),0.0
43,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,43,CPU Usage (%),7.692307692307693e-05
543,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,43,Memory Usage (%),7.692307692307692e-06
1043,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,43,Latency (s),0.0007692307692307692
44,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,44,CPU Usage (%),3.7037037037037037e-05
544,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,44,Memory Usage (%),3.7037037037037037e-06
1044,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,44,Latency (s),0.00037037037037037035
45,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,45,CPU Usage (%),3.571428571428572e-05
545,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,45,Memory Usage (%),3.5714285714285718e-06
1045,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,45,Latency (s),0.00035714285714285714
46,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,46,CPU Usage (%),7.142857142857143e-05
546,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,46,Memory Usage (%),7.1428571428571436e-06
1046,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,46,Latency (s),0.00035714285714285714
47,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,47,CPU Usage (%),0.0
547,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,47,Memory Usage (%),0.0
1047,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,47,Latency (s),0.0
48,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,48,CPU Usage (%),0.0
548,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,48,Memory Usage (%),0.0
1048,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,48,Latency (s),0.0
49,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,49,CPU Usage (%),0.00010714285714285715
549,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,49,Memory Usage (%),1.0714285714285716e-05
1049,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,49,Latency (s),0.0010714285714285715
50,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,50,CPU Usage (%),0.0
550,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,50,Memory Usage (%),0.0
1050,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,50,Latency (s),0.0
51,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,51,CPU Usage (%),0.0
551,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,51,Memory Usage (%),0.0
1051,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,51,Latency (s),0.0
52,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,52,CPU Usage (%),4.347826086956522e-05
552,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,52,Memory Usage (%),4.347826086956522e-06
1052,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,52,Latency (s),0.0004347826086956522
53,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,53,CPU Usage (%),0.00014814814814814815
553,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,53,Memory Usage (%),1.4814814814814815e-05
1053,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,53,Latency (s),0.0014814814814814814
54,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,54,CPU Usage (%),3.7037037037037037e-05
554,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,54,Memory Usage (%),3.7037037037037037e-06
1054,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,54,Latency (s),0.00037037037037037035
55,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,55,CPU Usage (%),0.0
555,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,55,Memory Usage (%),0.0
1055,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,55,Latency (s),0.0
56,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,56,CPU Usage (%),0.0
556,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,56,Memory Usage (%),0.0
1056,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,56,Latency (s),0.0
57,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,57,CPU Usage (%),3.3333333333333335e-05
557,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,57,Memory Usage (%),3.3333333333333333e-06
1057,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,57,Latency (s),0.0003333333333333333
58,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,58,CPU Usage (%),3.4482758620689657e-05
558,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,58,Memory Usage (%),3.448275862068966e-06
1058,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,58,Latency (s),0.0
59,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,59,CPU Usage (%),0.00016666666666666666
559,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,59,Memory Usage (%),1.6666666666666667e-05
1059,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,59,Latency (s),0.00125
60,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,60,CPU Usage (%),0.0
560,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,60,Memory Usage (%),0.0
1060,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,60,Latency (s),0.0
61,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,61,CPU Usage (%),0.0
561,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,61,Memory Usage (%),0.0
1061,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,61,Latency (s),0.0
62,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,62,CPU Usage (%),3.7037037037037037e-05
562,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,62,Memory Usage (%),3.7037037037037037e-06
1062,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,62,Latency (s),0.00037037037037037035
63,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,63,CPU Usage (%),3.7037037037037037e-05
563,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,63,Memory Usage (%),3.7037037037037037e-06
1063,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,63,Latency (s),0.00037037037037037035
64,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,64,CPU Usage (%),8e-05
564,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,64,Memory Usage (%),8e-06
1064,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,64,Latency (s),0.0008
65,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,65,CPU Usage (%),0.0
565,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,65,Memory Usage (%),0.0
1065,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,65,Latency (s),0.0
66,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,66,CPU Usage (%),0.0
566,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,66,Memory Usage (%),0.0
1066,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,66,Latency (s),0.0
67,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,67,CPU Usage (%),3.4482758620689657e-05
567,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,67,Memory Usage (%),3.448275862068966e-06
1067,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,67,Latency (s),0.0003448275862068966
68,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,68,CPU Usage (%),0.0
568,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,68,Memory Usage (%),0.0
1068,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,68,Latency (s),0.0
69,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,69,CPU Usage (%),0.0
569,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,69,Memory Usage (%),0.0
1069,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,69,Latency (s),0.0
70,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,70,CPU Usage (%),0.0
570,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,70,Memory Usage (%),0.0
1070,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,70,Latency (s),0.0
71,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,71,CPU Usage (%),7.407407407407407e-05
571,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,71,Memory Usage (%),7.4074074074074075e-06
1071,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,71,Latency (s),0.0007407407407407407
72,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,72,CPU Usage (%),0.0
572,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,72,Memory Usage (%),0.0
1072,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,72,Latency (s),0.0
73,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,73,CPU Usage (%),7.692307692307693e-05
573,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,73,Memory Usage (%),7.692307692307692e-06
1073,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,73,Latency (s),0.0007692307692307692
74,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,74,CPU Usage (%),7.142857142857143e-05
574,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,74,Memory Usage (%),7.1428571428571436e-06
1074,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,74,Latency (s),0.00035714285714285714
75,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,75,CPU Usage (%),0.0
575,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,75,Memory Usage (%),0.0
1075,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,75,Latency (s),0.0
76,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,76,CPU Usage (%),0.0
576,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,76,Memory Usage (%),0.0
1076,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,76,Latency (s),0.0
77,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,77,CPU Usage (%),0.0
577,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,77,Memory Usage (%),0.0
1077,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,77,Latency (s),0.0
78,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,78,CPU Usage (%),0.0
578,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,78,Memory Usage (%),0.0
1078,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,78,Latency (s),0.0
79,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,79,CPU Usage (%),3.846153846153846e-05
579,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,79,Memory Usage (%),3.846153846153846e-06
1079,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,79,Latency (s),0.0003846153846153846
80,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,80,CPU Usage (%),0.0
580,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,80,Memory Usage (%),0.0
1080,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,80,Latency (s),0.0
81,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,81,CPU Usage (%),3.846153846153846e-05
581,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,81,Memory Usage (%),3.846153846153846e-06
1081,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,81,Latency (s),0.0003846153846153846
82,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,82,CPU Usage (%),7.692307692307693e-05
582,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,82,Memory Usage (%),7.692307692307692e-06
1082,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,82,Latency (s),0.0003846153846153846
83,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,83,CPU Usage (%),0.00016
583,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,83,Memory Usage (%),1.6e-05
1083,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,83,Latency (s),0.0016
84,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,84,CPU Usage (%),8.333333333333333e-05
584,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,84,Memory Usage (%),8.333333333333334e-06
1084,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,84,Latency (s),0.0004166666666666667
85,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,85,CPU Usage (%),3.571428571428572e-05
585,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,85,Memory Usage (%),3.5714285714285718e-06
1085,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,85,Latency (s),0.0007142857142857143
86,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,86,CPU Usage (%),6.896551724137931e-05
586,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,86,Memory Usage (%),6.896551724137932e-06
1086,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,86,Latency (s),0.0006896551724137932
87,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,87,CPU Usage (%),0.00011538461538461538
587,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,87,Memory Usage (%),1.153846153846154e-05
1087,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,87,Latency (s),0.0011538461538461537
88,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,88,CPU Usage (%),0.0
588,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,88,Memory Usage (%),0.0
1088,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,88,Latency (s),0.0
89,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,89,CPU Usage (%),4e-05
589,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,89,Memory Usage (%),4e-06
1089,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,89,Latency (s),0.0004
90,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,90,CPU Usage (%),3.7037037037037037e-05
590,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,90,Memory Usage (%),3.7037037037037037e-06
1090,authentication#37000eb8-957c-4154-9028-ee0cf2d6fd84,90,Latency (s),0.00037037037037037035
