,Server,Time_floor,variable,Value
889,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,89,Latency (s),0.0
90,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,90,CPU Usage (%),0.0
490,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,90,Memory Usage (%),0.0
890,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,90,Latency (s),0.0
91,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,91,CPU Usage (%),0.0
491,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,91,Memory Usage (%),0.0
891,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,91,Latency (s),0.0
92,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,92,CPU Usage (%),3.7037037037037037e-05
492,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,92,Memory Usage (%),3.7037037037037037e-06
892,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,92,Latency (s),0.00037037037037037035
93,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,93,CPU Usage (%),0.0
493,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,93,Memory Usage (%),0.0
893,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,93,Latency (s),0.0
94,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,94,CPU Usage (%),0.0
494,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,94,Memory Usage (%),0.0
894,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,94,Latency (s),0.0
95,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,95,CPU Usage (%),7.692307692307693e-05
495,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,95,Memory Usage (%),7.692307692307692e-06
895,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,95,Latency (s),0.0007692307692307692
96,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,96,CPU Usage (%),0.0
496,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,96,Memory Usage (%),0.0
896,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,96,Latency (s),0.0
97,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,97,CPU Usage (%),7.692307692307693e-05
497,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,97,Memory Usage (%),7.692307692307692e-06
897,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,97,Latency (s),0.0007692307692307692
98,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,98,CPU Usage (%),0.0
498,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,98,Memory Usage (%),0.0
898,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,98,Latency (s),0.0
99,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,99,CPU Usage (%),0.0
499,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,99,Memory Usage (%),0.0
899,authentication#31fa1c1c-c69c-4db1-9e42-06a4034d1501,99,Latency (s),0.0
100,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,0,CPU Usage (%),0.00042105263157894745
500,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,0,Memory Usage (%),4.210526315789475e-05
900,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,0,Latency (s),0.002894736842105263
101,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,1,CPU Usage (%),0.00042500000000000014
501,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,1,Memory Usage (%),4.2500000000000017e-05
901,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,1,Latency (s),0.004250000000000001
102,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,2,CPU Usage (%),0.0004000000000000002
502,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,2,Memory Usage (%),4.000000000000001e-05
902,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,2,Latency (s),0.0032499999999999994
103,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,3,CPU Usage (%),0.000435897435897436
503,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,3,Memory Usage (%),4.3589743589743604e-05
903,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,3,Latency (s),0.0033333333333333335
104,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,4,CPU Usage (%),0.0005897435897435899
504,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,4,Memory Usage (%),5.8974358974358975e-05
904,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,4,Latency (s),0.0041025641025641026
105,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,5,CPU Usage (%),0.0004864864864864866
505,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,5,Memory Usage (%),4.864864864864866e-05
905,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,5,Latency (s),0.0035135135135135128
106,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,6,CPU Usage (%),0.000675675675675676
506,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,6,Memory Usage (%),6.756756756756757e-05
906,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,6,Latency (s),0.0037837837837837833
107,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,7,CPU Usage (%),0.000815789473684211
507,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,7,Memory Usage (%),8.157894736842105e-05
907,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,7,Latency (s),0.004473684210526316
108,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,8,CPU Usage (%),0.0005853658536585368
508,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,8,Memory Usage (%),5.8536585365853666e-05
908,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,8,Latency (s),0.004390243902439024
109,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,9,CPU Usage (%),0.0006428571428571431
509,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,9,Memory Usage (%),6.428571428571427e-05
909,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,9,Latency (s),0.0038095238095238104
110,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,10,CPU Usage (%),0.00042857142857142877
510,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,10,Memory Usage (%),4.285714285714287e-05
910,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,10,Latency (s),0.0030952380952380945
111,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,11,CPU Usage (%),0.00048780487804878076
511,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,11,Memory Usage (%),4.878048780487806e-05
911,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,11,Latency (s),0.003414634146341463
112,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,12,CPU Usage (%),0.000605263157894737
512,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,12,Memory Usage (%),6.052631578947368e-05
912,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,12,Latency (s),0.003947368421052632
113,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,13,CPU Usage (%),0.0005853658536585368
513,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,13,Memory Usage (%),5.853658536585365e-05
913,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,13,Latency (s),0.004146341463414634
114,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,14,CPU Usage (%),0.00036585365853658553
514,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,14,Memory Usage (%),3.658536585365855e-05
914,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,14,Latency (s),0.0036585365853658534
115,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,15,CPU Usage (%),0.00047500000000000027
515,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,15,Memory Usage (%),4.750000000000001e-05
915,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,15,Latency (s),0.004000000000000001
116,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,16,CPU Usage (%),0.00048780487804878076
516,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,16,Memory Usage (%),4.878048780487806e-05
916,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,16,Latency (s),0.0041463414634146335
117,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,17,CPU Usage (%),0.0005384615384615388
517,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,17,Memory Usage (%),5.3846153846153853e-05
917,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,17,Latency (s),0.0035897435897435893
118,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,18,CPU Usage (%),0.0005135135135135138
518,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,18,Memory Usage (%),5.1351351351351364e-05
918,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,18,Latency (s),0.0037837837837837833
119,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,19,CPU Usage (%),0.0005238095238095242
519,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,19,Memory Usage (%),5.2380952380952384e-05
919,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,19,Latency (s),0.004523809523809523
120,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,20,CPU Usage (%),0.0003953488372093025
520,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,20,Memory Usage (%),3.9534883720930246e-05
920,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,20,Latency (s),0.003488372093023255
121,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,21,CPU Usage (%),0.00042105263157894755
521,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,21,Memory Usage (%),4.210526315789475e-05
921,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,21,Latency (s),0.004210526315789474
122,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,22,CPU Usage (%),0.00031578947368421064
522,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,22,Memory Usage (%),3.157894736842106e-05
922,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,22,Latency (s),0.0031578947368421048
123,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,23,CPU Usage (%),0.0003947368421052633
523,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,23,Memory Usage (%),3.947368421052633e-05
923,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,23,Latency (s),0.0042105263157894745
124,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,24,CPU Usage (%),0.0005500000000000001
524,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,24,Memory Usage (%),5.5000000000000016e-05
924,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,24,Latency (s),0.00375
125,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,25,CPU Usage (%),0.00047500000000000027
525,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,25,Memory Usage (%),4.750000000000001e-05
925,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,25,Latency (s),0.0034999999999999996
126,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,26,CPU Usage (%),0.0004000000000000002
526,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,26,Memory Usage (%),4.000000000000001e-05
926,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,26,Latency (s),0.003749999999999999
127,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,27,CPU Usage (%),0.00037209302325581415
527,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,27,Memory Usage (%),3.720930232558141e-05
927,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,27,Latency (s),0.0034883720930232558
128,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,28,CPU Usage (%),0.0003953488372093025
528,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,28,Memory Usage (%),3.9534883720930246e-05
928,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,28,Latency (s),0.003953488372093025
129,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,29,CPU Usage (%),0.0004250000000000002
529,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,29,Memory Usage (%),4.2500000000000017e-05
929,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,29,Latency (s),0.004750000000000001
130,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,30,CPU Usage (%),0.000435897435897436
530,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,30,Memory Usage (%),4.3589743589743604e-05
930,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,30,Latency (s),0.0030769230769230765
131,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,31,CPU Usage (%),0.0007000000000000003
531,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,31,Memory Usage (%),7e-05
931,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,31,Latency (s),0.00425
132,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,32,CPU Usage (%),0.0005789473684210528
532,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,32,Memory Usage (%),5.789473684210528e-05
932,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,32,Latency (s),0.0034210526315789475
133,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,33,CPU Usage (%),0.00036842105263157907
533,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,33,Memory Usage (%),3.684210526315791e-05
933,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,33,Latency (s),0.003684210526315789
134,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,34,CPU Usage (%),0.00037500000000000017
534,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,34,Memory Usage (%),3.750000000000001e-05
934,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,34,Latency (s),0.004000000000000001
135,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,35,CPU Usage (%),0.0004047619047619049
535,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,35,Memory Usage (%),4.047619047619049e-05
935,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,35,Latency (s),0.0038095238095238104
136,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,36,CPU Usage (%),0.000648648648648649
536,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,36,Memory Usage (%),6.486486486486487e-05
936,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,36,Latency (s),0.005135135135135136
137,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,37,CPU Usage (%),0.0004000000000000002
537,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,37,Memory Usage (%),4.000000000000001e-05
937,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,37,Latency (s),0.0032499999999999994
138,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,38,CPU Usage (%),0.0004500000000000002
538,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,38,Memory Usage (%),4.5000000000000016e-05
938,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,38,Latency (s),0.005
139,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,39,CPU Usage (%),0.00039130434782608714
539,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,39,Memory Usage (%),3.9130434782608706e-05
939,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,39,Latency (s),0.0030434782608695647
140,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,40,CPU Usage (%),0.0005135135135135138
540,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,40,Memory Usage (%),5.1351351351351364e-05
940,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,40,Latency (s),0.0045945945945945945
141,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,41,CPU Usage (%),0.000605263157894737
541,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,41,Memory Usage (%),6.0526315789473695e-05
941,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,41,Latency (s),0.0042105263157894745
142,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,42,CPU Usage (%),0.000710526315789474
542,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,42,Memory Usage (%),7.105263157894735e-05
942,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,42,Latency (s),0.004210526315789474
143,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,43,CPU Usage (%),0.0005945945945945947
543,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,43,Memory Usage (%),5.9459459459459466e-05
943,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,43,Latency (s),0.004054054054054054
144,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,44,CPU Usage (%),0.0005238095238095242
544,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,44,Memory Usage (%),5.2380952380952384e-05
944,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,44,Latency (s),0.004285714285714287
145,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,45,CPU Usage (%),0.000710526315789474
545,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,45,Memory Usage (%),7.105263157894735e-05
945,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,45,Latency (s),0.003947368421052633
146,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,46,CPU Usage (%),0.000594594594594595
546,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,46,Memory Usage (%),5.945945945945947e-05
946,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,46,Latency (s),0.004054054054054054
147,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,47,CPU Usage (%),0.0002926829268292684
547,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,47,Memory Usage (%),2.9268292682926836e-05
947,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,47,Latency (s),0.003414634146341463
148,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,48,CPU Usage (%),0.0005263157894736845
548,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,48,Memory Usage (%),5.263157894736843e-05
948,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,48,Latency (s),0.0031578947368421048
149,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,49,CPU Usage (%),0.0005263157894736845
549,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,49,Memory Usage (%),5.263157894736843e-05
949,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,49,Latency (s),0.0044736842105263155
150,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,50,CPU Usage (%),0.0005641025641025643
550,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,50,Memory Usage (%),5.6410256410256414e-05
950,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,50,Latency (s),0.004615384615384616
151,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,51,CPU Usage (%),0.00039024390243902447
551,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,51,Memory Usage (%),3.902439024390245e-05
951,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,51,Latency (s),0.003414634146341464
152,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,52,CPU Usage (%),0.00048717948717948736
552,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,52,Memory Usage (%),4.871794871794873e-05
952,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,52,Latency (s),0.004102564102564103
153,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,53,CPU Usage (%),0.0003414634146341465
553,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,53,Memory Usage (%),3.414634146341465e-05
953,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,53,Latency (s),0.0031707317073170725
154,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,54,CPU Usage (%),0.0006842105263157898
554,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,54,Memory Usage (%),6.842105263157893e-05
954,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,54,Latency (s),0.00368421052631579
155,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,55,CPU Usage (%),0.0004473684210526317
555,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,55,Memory Usage (%),4.473684210526317e-05
955,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,55,Latency (s),0.0042105263157894745
156,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,56,CPU Usage (%),0.0004634146341463416
556,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,56,Memory Usage (%),4.634146341463416e-05
956,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,56,Latency (s),0.0031707317073170734
157,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,57,CPU Usage (%),0.0004500000000000002
557,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,57,Memory Usage (%),4.500000000000001e-05
957,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,57,Latency (s),0.00375
158,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,58,CPU Usage (%),0.00044444444444444463
558,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,58,Memory Usage (%),4.444444444444446e-05
958,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,58,Latency (s),0.004166666666666667
159,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,59,CPU Usage (%),0.0005121951219512198
559,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,59,Memory Usage (%),5.121951219512196e-05
959,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,59,Latency (s),0.0031707317073170725
160,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,60,CPU Usage (%),0.0005405405405405409
560,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,60,Memory Usage (%),5.405405405405407e-05
960,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,60,Latency (s),0.0045945945945945945
161,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,61,CPU Usage (%),0.00043902439024390267
561,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,61,Memory Usage (%),4.390243902439026e-05
961,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,61,Latency (s),0.004390243902439025
162,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,62,CPU Usage (%),0.0003953488372093025
562,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,62,Memory Usage (%),3.9534883720930246e-05
962,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,62,Latency (s),0.003255813953488372
163,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,63,CPU Usage (%),0.00037500000000000017
563,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,63,Memory Usage (%),3.750000000000001e-05
963,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,63,Latency (s),0.0045
164,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,64,CPU Usage (%),0.00033333333333333343
564,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,64,Memory Usage (%),3.333333333333334e-05
964,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,64,Latency (s),0.0030769230769230765
165,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,65,CPU Usage (%),0.0005128205128205131
565,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,65,Memory Usage (%),5.128205128205129e-05
965,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,65,Latency (s),0.0035897435897435893
166,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,66,CPU Usage (%),0.00040476190476190495
566,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,66,Memory Usage (%),4.047619047619049e-05
966,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,66,Latency (s),0.004761904761904763
167,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,67,CPU Usage (%),0.0005000000000000001
567,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,67,Memory Usage (%),5.0000000000000016e-05
967,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,67,Latency (s),0.005000000000000002
168,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,68,CPU Usage (%),0.000621621621621622
568,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,68,Memory Usage (%),6.216216216216218e-05
968,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,68,Latency (s),0.0048648648648648655
169,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,69,CPU Usage (%),0.0003571428571428573
569,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,69,Memory Usage (%),3.5714285714285724e-05
969,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,69,Latency (s),0.003333333333333333
170,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,70,CPU Usage (%),0.0004146341463414636
570,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,70,Memory Usage (%),4.146341463414635e-05
970,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,70,Latency (s),0.004146341463414634
171,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,71,CPU Usage (%),0.00043243243243243265
571,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,71,Memory Usage (%),4.3243243243243255e-05
971,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,71,Latency (s),0.0051351351351351365
172,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,72,CPU Usage (%),0.00036585365853658553
572,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,72,Memory Usage (%),3.658536585365855e-05
972,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,72,Latency (s),0.003658536585365853
173,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,73,CPU Usage (%),0.00042857142857142877
573,balance#0f8d2cb6-20b5-4c98-b86a-9faf059f6ca6,73,Memory Usage (%),4.285714285714287e-05
