idx;value
21;0.155
22;0.16293749999999993
23;0.17988461538461534
24;0.2002
25;0.228
26;0.30627586206896545
27;0.333
28;0.35523809523809524
29;0.3836000000000001
30;0.4056666666666667
31;0.44299999999999995
32;0.483
